Ticker,Name
BSFT.1,BROADSOFT INC
QLIK,QLIK TECHNOLOGIES INC
KONE,KINGTONE WIRELESSINFO  -ADR
TNGO,TANGOE INC
MRZM,MARIZYME INC
RP,REALPAGE INC
TPWR,TRIPWIRE INC -REDH
RHSC,ROBERTSON GLOBAL HLTH SOLTNS
AMAP,AUTONAVI HLDG LTD
CIS,CAMELOT INFO SYSTEMS INC-ADR
RWWI,RAND WORLDWIDE INC
SUNG,SUNITY ONLINE ENTM -ADR-REDH
ICOR,INTERCORE INC
MOBI,SKY-MOBI LTD  -ADR
SMXIQ,SEBRING SOFTWARE INC
TBOW,TRUNKBOW INTL HOLDINGS LTD
PKKFF,PEAK POSITIONING TECHNOLOGYS
MKTG,RESPONSYS INC
BRDT.1,BREEDIT CORP-OLD
APAD,APACHE DESIGN SOLUTIONS-REDH
ELLI,ELLIE MAE INC
WHSM,ELDAN-TECH LTD  -REDH
NEXJF,NEXJ SYSTEMS INC
TAOM,TAOMEE HOLDINGS LTD -ADR
IMPV,IMPERVA INC
ZNGA,ZYNGA INC
EPAM,EPAM SYSTEMS INC
TWAV,TRUSTWAVE HOLDINGS INC -REDH
EXA,EXA CORP
QUTR,QUTURE INTERNATIONAL INC
JIVE,JIVE SOFTWARE INC
ELOQ,ELOQUA INC
SAVY,SAVEDAILY INC
4934B,MOBITV INC-REDH
XCLL,XCELMOBILITY INC
RACK,RACKWISE INC
BSSP.1,BASSLINE PRODUCTIONS -OLD
SOUL,SOUL & VIBE INTERACTIVE INC
GWRE,GUIDEWIRE SOFTWARE INC
CYBF,CYBERFORT SOFTWARE INC
SPDL,SPINDLE INC
KNMCY,KONAMI HOLDINGS CORP
KFX,KOFAX LTD
EIDSY,EIDOS PLC
AUTNY.,AUTONOMY CORP PLC
IDSI,IDS GROUP PLC
TMICY,TREND MICRO INC
VERSY,VERO SOFTWARE PLC
OCHSY,ORCHESTREAM HOLDINGS PLC
BBBB,BLACKBOARD INC
PFWD,PHASE FORWARD INC
MFGP,MICRO FOCUS INTL PLC
OHGI,ONE HORIZON GROUP INC
VELTF,VELTI PLC
RKNEF,OPTIVA INC
DLBDF,DILIGENT CORP
AVGTF,AVG TECHNOLOGIES NV
MYSZ,MY SIZE INC
LEAF.1,INTERLEAF INC
SPW.1,SPEEDWARE CORP INC
QMS.1,Q/MEDIA SERVICES CORP
EAII,ENGINEERING ANIMATION INC
XION,XIONICS DOCUMENT TECHNOLGIES
FGIFF,FLIRTY GIRL INTL INC
MXBTF,MARNETICS BROADBAND TECH LTD
VERT,VERTICALNET INC
ILNTQ,INTERLIANT INC
ICNSQ,INCENTRA SOLUTIONS INC
CHNUF,CHINA EDUCATION RESOURCES
BRML,BRIGHTMAIL INC-REDH
EDS.,ELECTRONIC DATA SYSTEMS CORP
GTK,GTECH HOLDINGS CORP
OAOT,OAO TECHNOLOGY SOLUTIONS INC
